relays,payload,messages
9,1,37333
9,1,44660
9,1,44116
9,10,0
9,10,0
9,10,0
9,10,0
9,10,0
9,10,0
9,10,0
9,10,0
9,10,0
9,10,0
9,10,37754
9,10,40732
9,10,43803
9,10,47232
9,10,43687
9,10,44463
9,10,45633
9,10,48243
9,10,43054
9,10,45470
9,10,44305
9,10,44285
9,10,45553
9,10,42281
9,100,0
9,100,0
9,100,0
9,100,0
9,100,0
9,100,0
9,100,0
9,100,0
9,100,0
9,100,0
9,100,27183
9,100,26068
9,100,21281
9,100,24846
9,100,26278
9,100,26023
9,100,25085
9,100,24991
9,100,24537
9,100,25025
9,100,25668
9,100,25587
9,100,25729
9,100,21452
9,1000,0
9,1000,0
9,1000,0
9,1000,0
9,1000,0
9,1000,0
9,1000,0
9,1000,0
9,1000,0
9,1000,0
9,1000,8697
9,1000,10176
9,1000,10188
9,1000,10209
9,1000,9956
9,1000,10531
9,1000,9631
9,1000,9684
9,1000,8664
9,1000,9693
9,1000,10208
9,1000,10192
9,1000,10153
9,1000,10062
9,10000,0
9,10000,0
9,10000,0
9,10000,0
9,10000,0
9,10000,0
9,10000,0
9,10000,0
9,10000,0
9,10000,0
9,10000,1153
9,10000,1341
9,10000,1371
9,10000,1290
9,10000,1373
9,10000,1436
9,10000,1414
9,10000,1388
9,10000,1407
9,10000,1318
9,10000,1348
9,10000,1272
9,10000,1434
9,10000,1394
9,100000,0
9,100000,0
9,100000,0
9,100000,0
9,100000,0
9,100000,0
9,100000,0
9,100000,0
9,100000,0
9,100000,0
9,100000,66
9,100000,133
9,100000,151
9,100000,143
9,100000,151
9,100000,147
9,100000,125
9,100000,147
9,100000,140
9,100000,146
9,100000,141
9,100000,145
9,100000,148
9,100000,146
9,1000000,0
9,1000000,0
9,1000000,0
9,1000000,0
9,1000000,0
9,1000000,0
9,1000000,0
9,1000000,0
9,1000000,0
9,1000000,0
9,1000000,13
9,1000000,15
9,1000000,14
9,1000000,15
9,1000000,14
9,1000000,15
9,1000000,15
9,1000000,16
9,1000000,15
9,1000000,14
9,1000000,14
9,1000000,14
9,1000000,15
9,1000000,14
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,0
9,10000000,3
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
9,10000000,2
10,0,0
10,0,0
10,0,0
10,0,0
10,0,0
10,0,0
10,0,0
10,0,0
10,0,0
10,0,0
10,0,0
10,0,32157
10,0,36821
10,0,33196
10,0,30717
10,0,34374
10,0,34442
10,0,38433
10,0,26749
10,0,34587
10,0,28625
10,0,30278
10,0,26396
10,0,28408
10,0,34377
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,0
10,1,24066
10,1,43183
10,1,39019
10,1,33256
10,1,36924
10,1,29113
10,1,33495
10,1,36112
10,1,28265
10,1,33557
10,1,33181
10,1,33173
10,1,35827
10,1,29537
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,22982
10,10,25685
10,10,26242
10,10,28411
10,10,26262
10,10,23702
10,10,25327
10,10,31091
10,10,21787
10,10,21813
10,10,31771
10,10,19993
10,10,23761
10,10,32651
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,19288
10,100,16001
10,100,13487
10,100,17805
10,100,14041
10,100,14859
10,100,16289
10,100,13447
10,100,14740
10,100,12622
10,100,18722
10,100,14236
10,100,16218
10,100,15650
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,4190
10,1000,4482
10,1000,3192
10,1000,3816
10,1000,3340
10,1000,4817
10,1000,3877
10,1000,3660
10,1000,3294
10,1000,4018
10,1000,4078
10,1000,3531
10,1000,3682
10,1000,3637
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,0
10,10000,483
10,10000,442
10,10000,588
10,10000,519
10,10000,548
10,10000,515
10,10000,566
10,10000,530
10,10000,515
10,10000,576
10,10000,495
10,10000,460
10,10000,552
10,10000,530
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,0
10,100000,75
10,100000,85
10,100000,84
10,100000,87
10,100000,83
10,100000,83
10,100000,85
10,100000,86
10,100000,82
10,100000,84
10,100000,83
10,100000,84
10,100000,77
10,100000,76
10,1000000,0
10,1000000,0
10,1000000,0
