relays,payload,messages
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,0
10,10,13724
10,10,33836
10,10,55139
10,10,48684
10,10,60059
10,10,53688
10,10,43136
10,10,51335
10,10,28674
10,10,23748
10,10,40727
10,10,44929
10,10,42653
10,10,65750
10,10,43289
10,10,31876
10,10,39140
10,10,43413
10,10,51361
10,10,61061
10,10,43551
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,0
10,100,17239
10,100,22443
10,100,22890
10,100,41346
10,100,39345
10,100,50131
10,100,36983
10,100,21453
10,100,26215
10,100,39489
10,100,34086
10,100,31198
10,100,40499
10,100,35056
10,100,54404
10,100,23865
10,100,33896
10,100,28174
10,100,38104
10,100,32334
10,100,32692
10,100,20657
10,100,55543
10,100,36578
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,0
10,1000,5297
10,1000,4996
10,1000,5340
10,1000,5433
10,1000,4689
10,1000,4832
10,1000,4862
10,1000,5281
10,1000,5263
10,1000,5128
10,1000,4933
10,1000,5025
10,1000,4941
10,1000,5242
10,1000,5040
10,1000,4924
10,1000,5754
10,1000,4990
10,1000,5278
10,1000,5313
10,1000,5684
10,1000,5430
10,1000,5828
10,1000,5854
10,1000,5679
10,1000,5535
10,1000,5378
10,1000,5554
10,1000,5080
10,1000,4652
10,1000,5097
10,1000,4863
10,1000,5361
10,1000,4687
10,1000,4688
10,1000,5121
10,1000,5545
10,1000,5520
10,1000,5134
10,1000,5287
10,1000,5118
10,1000,5768
10,1000,5579
10,1000,5052
10,1000,4994
10,1000,4835
10,1000,5324
10,1000,5722
10,1000,5296
10,1000,5038
10,1000,4445
10,1000,4598
10,1000,5375
10,1000,4956
10,1000,4980
10,1000,5113
10,1000,4327
10,1000,5373
10,1000,4696
10,1000,4762
10,1000,5306
10,1000,4867
10,1000,4758
10,1000,5281
10,1000,5243
10,1000,4500
10,1000,5472
10,1000,4943
10,1000,4947
10,1000,5368
10,1000,5216
10,1000,5246
10,1000,5396
10,1000,4704
10,1000,4927
10,1000,5439
10,1000,5445
