relays,payload,rtt
0,1,15027360
0,1,14966664
0,1,15098168
0,1,14899903
0,1,15037158
0,1,15029415
0,1,14955815
0,1,15034847
0,1,14951044
0,1,15047689
0,1,15023051
0,1,14968094
0,1,14951083
0,1,15066275
0,1,14993286
0,1,14900438
0,1,15106407
0,1,14887032
0,1,15018440
0,1,15043386
0,1,15009614
0,1,14923444
0,1,15021421
0,1,15066772
0,1,14965024
0,1,14940483
0,1,15058546
0,1,15002090
0,1,14944588
0,1,14970071
0,1,15011314
0,1,14985916
0,1,15067905
0,1,15019848
0,1,14998480
0,1,14977750
0,1,14947152
0,1,15037705
0,1,14919619
0,1,15094949
0,1,15014396
0,10,14954356
0,10,14973437
0,10,14903718
0,10,15004824
0,10,15063707
0,10,14989556
0,10,15004920
0,10,14979933
0,10,14972042
0,10,14935380
0,10,15096074
0,10,14968380
0,10,15003586
0,10,14994515
0,10,14954113
0,10,14999026
0,10,14980884
0,10,15089106
0,10,14912256
0,10,15081439
0,10,14857413
0,10,15060812
0,10,15036525
0,10,14963044
0,10,15021203
0,10,15046007
0,10,14912287
0,10,15008034
0,10,15031764
0,10,15007145
0,10,15020584
0,10,14999178
0,10,14959386
0,10,15034279
0,10,14987634
0,10,14922832
0,10,15033879
0,10,15018190
0,10,14979848
0,10,14961447
0,10,15029719
0,10,15020389
0,10,15013601
0,10,14936345
0,10,15056378
0,10,14981250
0,10,14932134
0,10,15002748
0,10,14994797
0,10,14966316
0,10,15018482
0,10,15087737
0,10,14857717
0,10,15129545
0,10,14912703
0,10,14987072
0,10,14949157
0,10,15063724
0,10,14968668
0,10,15027059
0,10,15031947
0,10,14961417
0,10,14992030
0,10,15002075
0,10,15042516
0,10,14953297
0,10,15068823
0,10,14921391
0,10,15000077
0,10,14997008
0,10,15003394
0,10,15050612
0,10,14937026
0,10,14970988
0,10,15058985
0,10,14924475
0,10,14966516
0,10,15059981
0,10,15034479
0,10,14964274
0,10,14990260
0,10,14959760
0,10,15024263
0,10,15076233
0,10,15010215
0,10,14979699
0,10,14977140
0,10,14917290
0,10,15107475
0,10,14886173
0,10,15024396
0,10,15009569
0,10,14983519
0,10,15003389
0,10,15034723
0,10,15050487
0,10,14987250
0,10,14921039
0,10,14930857
0,10,15065507
0,100,15018489
0,100,14929445
0,100,14992844
0,100,15019495
0,100,14975472
0,100,14989954
0,100,14974859
0,100,14997152
0,100,15012462
0,100,14969586
0,100,15013496
0,100,14935433
0,100,15047914
0,100,15006125
0,100,14981037
0,100,15005993
0,100,14943954
0,100,15049310
0,100,15045516
0,100,14904567
0,100,15080083
0,100,14964459
0,100,14980779
0,100,14932674
0,100,15110104
0,100,14981640
0,100,14966103
0,100,15033700
0,100,14950667
0,100,15009718
0,100,14986341
0,100,15025660
0,100,15030133
0,100,14967622
0,100,15022162
0,100,14976657
0,100,14948143
0,100,14972178
0,100,14948516
0,100,15015111
0,100,15069942
0,100,15053510
0,100,14891147
0,100,15074282
0,100,15019084
0,100,14892581
0,100,15084047
0,100,15007080
0,100,14962040
0,100,15022476
0,100,14879907
0,100,15108755
0,100,15019487
0,100,14988030
0,100,15010969
0,100,14886573
0,100,15084505
0,100,14995093
0,100,14884535
0,100,15115723
0,100,14912284
0,100,15086002
0,100,14947714
0,100,15031638
0,100,14964479
0,100,15042944
0,100,14947822
0,100,15073552
0,100,14878332
0,100,14989152
0,100,15006627
0,100,15077090
0,100,14957374
0,100,14930692
0,100,15072108
0,100,14957784
0,100,15019946
0,100,15045403
0,100,14955223
0,100,14937889
0,100,15056412
0,100,14944846
0,100,14971429
0,100,15017952
0,100,15056103
0,100,15066232
0,100,14928159
0,100,15029675
0,100,14967427
0,100,14959625
0,100,15092678
0,100,14875035
0,100,14981346
0,100,15040707
0,100,15045930
0,100,15004350
0,100,14932997
0,100,15105385
0,100,14984428
0,100,14982131
0,1000,20013035
0,1000,14984989
0,1000,14987601
0,1000,14982615
0,1000,14993351
0,1000,20001402
0,1000,14987312
0,1000,15014612
0,1000,14938496
0,1000,15068314
0,1000,19954352
0,1000,15046159
0,1000,14895139
0,1000,20023635
0,1000,20052064
0,1000,19933128
0,1000,20047896
0,1000,19966589
0,1000,15045046
0,1000,14988851
0,1000,15018006
0,1000,14988827
0,1000,19929956
0,1000,14974009
0,1000,15091334
0,1000,14878582
0,1000,15140798
0,1000,19951943
0,1000,19959352
0,1000,19981896
0,1000,20047031
0,1000,20000200
0,1000,19991059
0,1000,20015851
0,1000,15001561
0,1000,14923112
0,1000,20068170
0,1000,14917479
0,1000,14986410
0,1000,20080239
0,1000,15017815
0,1000,14892075
0,1000,15107406
0,1000,14881436
0,1000,20108506
0,1000,19986043
0,1000,19977162
0,1000,19990814
0,1000,20003389
0,1000,19978060
0,1000,15056163
0,1000,15009800
0,1000,14971835
0,1000,14968856
0,1000,15012254
0,1000,14906442
0,1000,15107327
0,1000,14993300
0,1000,14954672
0,1000,15006322
0,1000,20019580
0,1000,19975926
0,1000,19946501
0,1000,15006518
0,1000,15069316
0,1000,19973951
0,1000,20042858
0,1000,19877932
0,1000,20054718
0,1000,15018230
0,1000,14879464
0,1000,20057911
0,1000,14971750
0,1000,15015677
0,1000,15078009
0,1000,20014714
0,1000,14976098
0,1000,19989059
0,1000,14898203
0,1000,15068892
0,1000,15059983
0,1000,14861650
0,1000,15080457
0,1000,14992227
0,1000,15001204
0,1000,14966561
0,1000,20041711
0,1000,19945415
0,1000,14967635
0,1000,15082859
0,1000,14973133
0,1000,15000612
0,1000,20007649
0,1000,20032929
0,1000,14883478
0,1000,15090964
0,1000,19968823
0,1000,15026676
0,1000,14873160
0,1000,15108360
0,10000,14942355
0,10000,14963025
0,10000,15007409
0,10000,14956002
0,10000,14981703
0,10000,14968808
0,10000,15089004
0,10000,14952938
0,10000,14996246
0,10000,15049669
0,10000,14988501
0,10000,14961268
0,10000,15033098
0,10000,14934882
0,10000,15025290
0,10000,14994590
0,10000,14999130
0,10000,14961662
0,10000,15007496
0,10000,15066023
0,10000,14923680
0,10000,14986792
0,10000,14999912
0,10000,14996720
0,10000,14923917
0,10000,15075062
0,10000,15058999
0,10000,14933806
0,10000,15059926
0,10000,14933797
0,10000,14922990
0,10000,15049441
0,10000,15033557
0,10000,15079906
0,10000,14813626
0,10000,15152901
0,10000,14916980
0,10000,15062829
0,10000,14926873
